,id,titulo,label,canal,data_upload,categoria,tags,duracao_segundos,link,visualizacoes,quantidade_likes,query,tempo_desde_pub,visualizacoes_por_dia
22,watch?v=f7DFsKpvYyY,Vale a Pena entrar na área de Ciência de Dados,0,Eduardo | Ciência dos Dados,2022-12-27,['Science & Technology'],,333.0,https://www.youtube.com/watch?v=f7DFsKpvYyY,763,33.0,ciencia+de+dados,114.0,6.692982456140351
23,watch?v=UWDffbA6ASE,Ciencia de Dados no Basquete - Gravação 2,1,Instituto Nacional de Tecnologia - INT,2022-12-13,['Science & Technology'],,1802.0,https://www.youtube.com/watch?v=UWDffbA6ASE,12,0.0,ciencia+de+dados,128.0,0.09375
24,watch?v=BtOgjfxxdis,ciência de dados é difícil (poucos conseguem...),0,Carreira Analítica,2022-12-07,['Science & Technology'],"['aprender a programar', 'analise de dados excel', 'analise de dados com python', 'analise de dados por onde começar', 'analise de dados em r', 'analise de dados curso', 'analise de dados o que é', 'analise de dados na pratica', 'ciencia de dados é dificil', 'data science', 'cientista de dados', 'ciência de dados', 'analista de dados', 'ciencia de dados', 'analise de dados', 'análise e desenvolvimento de sistemas']",1260.0,https://www.youtube.com/watch?v=BtOgjfxxdis,4,459.0,ciencia+de+dados,134.0,0.029850746268656716
25,watch?v=PYIzXPvLlms,10 Melhores UNIVERSIDADES de Ciências de Dados,0,Jerry Strazzeri,2022-11-28,['Science & Technology'],,462.0,https://www.youtube.com/watch?v=PYIzXPvLlms,9,768.0,ciencia+de+dados,143.0,0.06293706293706294
26,watch?v=2HwJa7mTf9s,Curso gratuito com certificado do Google para ciência de dados,0,Data & Analytics Forum,2022-11-21,['Entertainment'],,16.0,https://www.youtube.com/watch?v=2HwJa7mTf9s,972,51.0,ciencia+de+dados,150.0,6.48
27,watch?v=7OTGudhg1uU,"SEGUNDO DÍA  JORNADA DE LA MAÑANA IV CONGRESO DE CIENCIA DE LA COMPUTACION, ELECTRONICA E INDUSTRIAL",0,Evelin M,2022-11-16,['People & Blogs'],,14392.0,https://www.youtube.com/watch?v=7OTGudhg1uU,1,0.0,ciencia+de+dados,155.0,0.0064516129032258064
28,watch?v=cRlQAXzcd-4,"PRIMER DÍA JORNADA DE LA TARDE IV CONGRESO DE CIENCIA DE LA COMPUTACION, ELECTRONICA E INDUSTRIAL CS",0,Evelin M,2022-11-16,['People & Blogs'],,9172.0,https://www.youtube.com/watch?v=cRlQAXzcd-4,5,0.0,ciencia+de+dados,155.0,0.03225806451612903
29,watch?v=AQSVcWVnSxY,Ciencia de datos espaciales en Python,0,CICESE UT3,2022-11-10,['Science & Technology'],"['Tecnología', 'CICESE', 'CONACYT', 'Ciencia', 'Inteligencia artificial', 'Videojuegos', 'Sistemas computacionales', 'TIC']",6507.0,https://www.youtube.com/watch?v=AQSVcWVnSxY,260,15.0,ciencia+de+dados,161.0,1.6149068322981366
30,watch?v=9_b9Kd1sBXI,SQL en Ciencia de Datos | Semana #15 Desafío Data Science,0,Desafio Data Science,2022-10-30,['Science & Technology'],"['datascience', 'sql', 'dataanalytics', 'analisisdedatos', 'bootcamp', 'botcamp', 'analisidedatos', 'bootcamps', 'bootcampdatascience', 'machinelearning', 'datanalysis', 'database', 'basededatos', 'databases', 'basesdedatos', 'dataanalysis']",450.0,https://www.youtube.com/watch?v=9_b9Kd1sBXI,1,78.0,ciencia+de+dados,172.0,0.005813953488372093
31,watch?v=_1g5M3fHbMI,O que é Ciência de Dados? #datascience #cienciadedados #machinelearning,0,Hader Azzini,2022-10-29,['People & Blogs'],,59.0,https://www.youtube.com/watch?v=_1g5M3fHbMI,85,4.0,ciencia+de+dados,173.0,0.4913294797687861
32,watch?v=4B7hrVqMf_E,Entenda o que é Ciência de Dados e Big Data Analytics (pós-graduação)! 💻🤓,0,Secretária Polo Estácio,2022-10-27,['People & Blogs'],"['big data Analytics', 'ciência de Dados', 'pós-graduação', 'Estácio Santana de Parnaíba', 'faz Estácio']",6.0,https://www.youtube.com/watch?v=4B7hrVqMf_E,140,2.0,ciencia+de+dados,175.0,0.8
33,watch?v=J63YHIeI1oc,O que é Ciência de Dados? |📎 Zup Clipes ✂️,0,Zup,2022-10-26,['Science & Technology'],"['ZUP', 'zup innovation', 'Zup IT Innovation', 'tech', 'tecnologia', 'Ciência de dados', 'Data Science', 'Dados', 'Data', 'Cientista de dados', 'Data Scientist', 'Big data', 'estatística', 'inteligência artificial', 'IA', 'Zup Open Talks', 'Engenharia de dados', 'Fabiane Nardon', 'o que é ciência de dados']",153.0,https://www.youtube.com/watch?v=J63YHIeI1oc,275,14.0,ciencia+de+dados,176.0,1.5625
34,watch?v=MiuO3sLirV8,"""Jornadas de Ciencia de Datos""  - La Era de Datos y Big Data Digital",0,Univalle Bolivia,2022-10-17,['Education'],,6294.0,https://www.youtube.com/watch?v=MiuO3sLirV8,82,2.0,ciencia+de+dados,185.0,0.44324324324324327
35,watch?v=C2btFZlqkHs,Ciência de Dados e Análise de Dados. Quais as diferenças,0,Jerry Strazzeri,2022-10-14,['Entertainment'],,7724.0,https://www.youtube.com/watch?v=C2btFZlqkHs,5,475.0,ciencia+de+dados,188.0,0.026595744680851064
36,watch?v=I0r0poyo62s,Ciência de dados nos negócios | SEMANA DE DADOS 2022,0,BIX Tecnologia,2022-10-06,['Entertainment'],,3543.0,https://www.youtube.com/watch?v=I0r0poyo62s,357,53.0,ciencia+de+dados,196.0,1.8214285714285714
37,watch?v=4CvFMSZUxe0,video tcc pós ciencia de dados,0,CavalcantiKarlinha,2022-09-28,['People & Blogs'],,364.0,https://www.youtube.com/watch?v=4CvFMSZUxe0,48,0.0,ciencia+de+dados,204.0,0.23529411764705882
38,watch?v=KR9LF--HX3o,Importancia de la ciencia de datos,0,Ashley Perez,2022-09-28,['People & Blogs'],,31.0,https://www.youtube.com/watch?v=KR9LF--HX3o,72,2.0,ciencia+de+dados,204.0,0.35294117647058826
39,watch?v=Eg8sBnfNMtE,II Encontro de Ciência de Dados - 28/09/2022,0,Fatec Ourinhos,2022-09-28,['Entertainment'],,8583.0,https://www.youtube.com/watch?v=Eg8sBnfNMtE,1,109.0,ciencia+de+dados,204.0,0.004901960784313725
40,watch?v=4jeoHDlnZuI,Curso Completo de Ciências de Dados – Prof. Erick Muzart,0,Estratégia Concursos,2022-09-06,['Education'],"['Concursos Públicos', 'Estratégia Concursos', 'Questões de Concursos', 'Cursos para Concursos', 'aula gratuita', 'estudar para concurso', 'concursos abertos', 'Prova de Concurso', 'concursos 2022']",14536.0,https://www.youtube.com/watch?v=4jeoHDlnZuI,2,85.0,ciencia+de+dados,226.0,0.008849557522123894
41,watch?v=x-2VzBssk3I,Certificado Profissional de ciencia de dados da IBM vale a pena,0,Data Marketing,2022-09-02,['Science & Technology'],"['data science', 'python', 'cientista de dados', 'inglês', 'curso de inglês', 'cursos online gratuitos com certificado', 'formação analista de dados', 'curso analista de dados', 'curso data science', 'curso sql', 'curso sql completo', 'sql', 'curriculo analista de dados', 'analista de dados sem experiencia', 'análise de dados', 'dados', 'cursos online gratuitos com certificado gratis', 'cursos online gratis', 'cursos online gratuitos', 'curso de análise de dados', 'cursos online gratuitos com certificado gratis 2022']",1129.0,https://www.youtube.com/watch?v=x-2VzBssk3I,3,227.0,ciencia+de+dados,230.0,0.013043478260869565
42,watch?v=7Ce5LdFWdZY,Cómo es estudiar Ingeniería en Ciencia de Datos en la UC | Podcast #59 Tamara Cucumides,0,Rodo Mendoza,2022-08-24,['Entertainment'],"['estudiar ingeniería en ciencia de datos', 'estudiar ingeniería en ciencia de datos en la UC', 'estudiar ciencia de datos en chile', 'ciencia de datos', 'ciencia de datos en Chile', 'estudiar ciencia de datos en la UC', 'estudiar ingeniería civil matemática', 'estudiar ingeniería civil computación', 'estudiar informática en chile', 'cúal es la carrera del futuro?', 'cual es la carrera del futuro?', 'carrera del futuro', 'cual es la mejor carrera?', 'la mejor carrera para ganar dinero', 'programacion', 'python']",3017.0,https://www.youtube.com/watch?v=7Ce5LdFWdZY,1,59.0,ciencia+de+dados,239.0,0.0041841004184100415
43,watch?v=CLmJZicoXYA,Curso Básico de Ciência de Dados - Aula 3 - A Análise Exploratória,0,Hashtag Programação,2022-08-22,['Education'],"['Ciência de dados', 'Trilha de ciência de dados', 'Curso básico de ciência de dados', 'Análise exploratória', 'Análise exploratória dos dados', 'Aprendizado de máquinas', 'Tratamento de dados', 'Pandas', 'Biblioteca pandas', 'Valores distintos', 'Valores distintos no Python', 'Matplotlib', 'Biblioteca de gráficos', 'Seaborn', 'Biblioteca seaborn', 'Bibliotecas de gráficos no Python', 'Matriz de correlação entre variáveis', 'Mapa de calor', 'Python', 'hashtag programação', 'programação em Python', 'curso de python online']",1284.0,https://www.youtube.com/watch?v=CLmJZicoXYA,8,629.0,ciencia+de+dados,241.0,0.03319502074688797
44,watch?v=cqzcJzjOnjs,Cientista e Analista de Dados: vale a pena em 2022?,0,Carreira Analítica,2022-08-22,['Education'],"['cientista de dados vale a pena', 'data science', 'ciencia de dados', 'data analyst', 'machine learning', 'analise de dados', 'analista de dados por onde começar', 'analista de dados e cientista de dados', 'analista de dados jr']",699.0,https://www.youtube.com/watch?v=cqzcJzjOnjs,3,216.0,ciencia+de+dados,241.0,0.012448132780082987
45,watch?v=8z1xm1hz24g,Impacto da LGPD e CIÊNCIA DE DADOS para os profissionais de qualquer área,1,dr_transformaçãodigital,2022-08-22,['Science & Technology'],"['lgpd', 'ciencia de dados', 'ciência de dados', 'profissionais de análise de dados', 'profissionais de qualquer área', 'advogado', 'direito', 'jurídico', 'jurídico na análise de dados', 'ciência de dados e jurídico', 'ciência de dados x jurídico', 'jurídico x ciência de dados', 'jurídico na ciência de dados', 'jurídico para ciência de dados', 'impacto da lgpd nas profissões', 'impacto da ciência de dados nas profissões', 'impacto da ciência de dados nas profissões atuais', 'drincast', 'podcast', 'análise de dados x jurídico']",203.0,https://www.youtube.com/watch?v=8z1xm1hz24g,33,6.0,ciencia+de+dados,241.0,0.13692946058091288
46,watch?v=UeRpKAA2250,Bootcamp Ciencia de Datos e Inteligencia Artificial | U Camp,0,U Camp ,2022-08-17,['Education'],"['U Camp', 'bootcamp', 'fullstack', 'desarrollo web', 'curso intensivo', 'digital', 'tech', 'programación', 'insignias digitales', 'páginas web', 'aplicación móvil', 'html', 'css', 'react', 'diseño web', 'diseño de interfaces', 'diseño de experiencia', 'javascript', 'habilidades', 'tecnología']",23.0,https://www.youtube.com/watch?v=UeRpKAA2250,147,5.0,ciencia+de+dados,246.0,0.5975609756097561
47,watch?v=k11_ZOlFtKc,POUCAS VAGAS de emprego para Analista de Dados Junior e programação ciencia de dados,0,Carreira Analítica,2022-08-17,['Education'],"['vagas analista de dados', 'data science', 'analise de dados', 'ciencia de dados', 'cientista de dados']",928.0,https://www.youtube.com/watch?v=k11_ZOlFtKc,5,610.0,ciencia+de+dados,246.0,0.02032520325203252
48,watch?v=ngTMLkXWMIc,Curso Básico de Ciência de Dados - Aula 2 - Conceitos Fundamentais do Pandas para Ciência de Dados,0,Hashtag Programação,2022-08-15,['Education'],"['Ciência de dados', 'Trilha de ciência de dados', 'Curso básico de ciência de dados', 'Conceitos fundamentais do pandas', 'Pandas', 'Pandas para ciência de dados', 'Conceitos de estatística', 'Conceitos de gráfico', 'Tratamento de dados', 'Importação da base de dados', 'Análise de dados', 'Importar dados com pandas', 'Introdução ao pandas', 'Pandas no Python', 'Como usar a biblioteca pandas', 'Python', 'hashtag programação', 'programação em Python', 'curso de python online', 'Biblioteca pandas']",2034.0,https://www.youtube.com/watch?v=ngTMLkXWMIc,12,870.0,ciencia+de+dados,248.0,0.04838709677419355
49,watch?v=gZOCl9q-z1c,Porque Você NÃO deve se Tornar um Cientista de Dados,0,Jerry Strazzeri,2022-08-11,['Science & Technology'],,625.0,https://www.youtube.com/watch?v=gZOCl9q-z1c,23,2072.0,ciencia+de+dados,252.0,0.09126984126984126
50,watch?v=bEs1OKnuSaA,Curso Básico de Ciência de Dados - Aula 1 - Introdução a Ciência de Dados,0,Hashtag Programação,2022-08-08,['Education'],"['Ciência de dados', 'Introdução a ciência de dados', 'O que é ciência de dados', 'Trilha de ciência de dados', 'Projeto de aprendizado de máquinas', 'Aprendizado de máquinas', 'Machine learning', 'Projeto de machine learning', 'O que é aprendizado de máquinas', 'O que é machine learning', 'Exploração de dados', 'Manipulação de dados', 'Análise de dados', 'Tecnologia', 'Automações', 'Negócios', 'Matemática', 'Estatística', 'Python', 'hashtag programação', 'programação em Python', 'curso de python online']",1787.0,https://www.youtube.com/watch?v=bEs1OKnuSaA,25,2176.0,ciencia+de+dados,255.0,0.09803921568627451
51,watch?v=nqX5kwFKs2Y,Iniciando un proyecto de Ciencia de Datos! ¿Cómo comenzamos?,0,nerdearla,2022-08-06,['Science & Technology'],,2282.0,https://www.youtube.com/watch?v=nqX5kwFKs2Y,1,88.0,ciencia+de+dados,257.0,0.0038910505836575876
52,watch?v=n7OWaV7o3fo,Intensivão CDP #13 -  Machine Learning + Mercado de Trabalho da Ciência de Dados,0,Eduardo | Ciência dos Dados,2022-08-04,['Entertainment'],,3940.0,https://www.youtube.com/watch?v=n7OWaV7o3fo,307,36.0,ciencia+de+dados,259.0,1.1853281853281854
53,watch?v=JsSm4UMSNH4,como aprender analise e ciencia de dados - AUTODIDATA,0,Carreira Analítica,2022-08-01,['Education'],"['aprender ciencia de dados', 'como aprender ciencia de dados', 'analise de dados', 'cientista de dados']",768.0,https://www.youtube.com/watch?v=JsSm4UMSNH4,1,169.0,ciencia+de+dados,262.0,0.003816793893129771
54,watch?v=TFIYsvQDmXo,Curso Completo de Ciências de Dados – Prof. Erick Muzart,0,Estratégia Concursos,2022-07-30,['Education'],"['Concursos Públicos', 'Estratégia Concursos', 'Questões de Concursos', 'Cursos para Concursos', 'aula gratuita', 'estudar para concurso', 'concursos abertos', 'Prova de Concurso', 'concursos 2022']",14280.0,https://www.youtube.com/watch?v=TFIYsvQDmXo,7,226.0,ciencia+de+dados,264.0,0.026515151515151516
55,watch?v=skz6vCchheU,Maestría en Ciencia de Datos e Inteligencia Artificial,0,GOU México,2022-07-28,['People & Blogs'],,83.0,https://www.youtube.com/watch?v=skz6vCchheU,1,2.0,ciencia+de+dados,266.0,0.0037593984962406013
56,watch?v=kLDufKw8_Jo,O poder das Simulações em Ciência de Dados,1,Curso-R,2022-07-28,['Entertainment'],,5112.0,https://www.youtube.com/watch?v=kLDufKw8_Jo,447,42.0,ciencia+de+dados,266.0,1.6804511278195489
57,watch?v=qDtpOwa8d44,Ciencia de Dados Aplicado ao Futebol - Bibliotecas Numpy e Matplotlib,1,FutPythonTrader,2022-07-27,['Science & Technology'],"['trader esportivo', 'punter', 'python tutorial', 'base de dados', 'google colab python', 'palpites de futebol para hoje', 'palpites de futebol', 'palpites futebol hoje', 'betfair trading', 'betfair exchange', 'football data analysis', 'football data analyst', 'football data analysis python', 'pandas']",1153.0,https://www.youtube.com/watch?v=qDtpOwa8d44,727,60.0,ciencia+de+dados,267.0,2.7228464419475658
58,watch?v=P2OJpbgd7Fs,Curso Completo de Ciências de Dados – Prof. Erick Muzart,0,Estratégia Concursos,2022-07-26,['Education'],"['Concursos Públicos', 'Estratégia Concursos', 'Questões de Concursos', 'Cursos para Concursos', 'aula gratuita', 'estudar para concurso', 'concursos abertos', 'Prova de Concurso', 'concursos 2022']",14459.0,https://www.youtube.com/watch?v=P2OJpbgd7Fs,8,383.0,ciencia+de+dados,268.0,0.029850746268656716
59,watch?v=FXiLOfout3Y,Trouble finding Data Science Projects? Try these! #shorts,1,Nicholas Renotte,2022-07-25,['Science & Technology'],,56.0,https://www.youtube.com/watch?v=FXiLOfout3Y,15,1251.0,ciencia+de+dados,269.0,0.055762081784386616
60,watch?v=tmm8Isuw_aM,Ciencia de Dados Aplicado ao Futebol - Biblioteca Pandas,0,FutPythonTrader,2022-07-25,['Science & Technology'],"['trader esportivo', 'punter', 'python tutorial', 'base de dados', 'google colab python', 'palpites de futebol para hoje', 'palpites de futebol', 'palpites futebol hoje', 'betfair trading', 'betfair exchange', 'football data analysis', 'football data analyst', 'football data analysis python', 'pandas']",1008.0,https://www.youtube.com/watch?v=tmm8Isuw_aM,1,74.0,ciencia+de+dados,269.0,0.0037174721189591076
61,watch?v=L8mbZzoqxCo,Curso Completo de Ciências de Dados – Prof. Erick Muzart,0,Estratégia Concursos,2022-07-23,['Education'],"['Concursos Públicos', 'Estratégia Concursos', 'Questões de Concursos', 'Cursos para Concursos', 'aula gratuita', 'estudar para concurso', 'concursos abertos', 'Prova de Concurso', 'concursos 2022']",14871.0,https://www.youtube.com/watch?v=L8mbZzoqxCo,13,683.0,ciencia+de+dados,271.0,0.04797047970479705
62,watch?v=i9tSY29BGLg,Pare de procrastinar agora! E comece a estudar Ciência de Dados! | Dados na Prática | Meigarom Lopes,0,Seja Um Data Scientist,2022-07-18,['Science & Technology'],"['estudar ciência de dados', 'como começar a estudar ciencia de dados', 'rotina de estudo ciencia de dados', 'como ter tempo para estudar ciencia de dados', 'como me organizar para estudar ciencia de dados', 'comunidade ds', 'meigarom']",889.0,https://www.youtube.com/watch?v=i9tSY29BGLg,2,282.0,ciencia+de+dados,276.0,0.007246376811594203
63,watch?v=lvx1Vc_g6-A,5 crucial skills needed to be a Data Analyst | #dataanalyst #datascience #data #computerscience,1,Shivam Bhirud,2022-07-08,['Education'],"['Data science', 'Data analytics', 'Coding', 'Python developer', 'Software developer', 'SDE', 'MTS', 'Career tips', 'Job seekers', 'Tech shorts']",60.0,https://www.youtube.com/watch?v=lvx1Vc_g6-A,1,120.0,ciencia+de+dados,286.0,0.0034965034965034965
64,watch?v=e_Kcoc1kztY,¿Cómo elegir un curso de ciencia de datos?,0,Julio Vicente Guadarrama Olvera,2022-07-07,['Education'],"['datajules', 'data science for beginners', 'ciencia de datos que es', 'data science course', 'ciencia de datos', 'cientifico de datos', 'ciencias de datos', 'analista de datos', 'ingeniero de datos', 'data scientist', 'estudiar ciencia de datos', 'data science español', 'data science', 'científico de datos', 'como estudiar ciencia de datos', 'para que sirve la ciencia de datos', 'que es la ciencia de datos', 'aprender ciencia de datos', 'aprender data science', 'aprender machine learning', 'datos', 'big data']",51.0,https://www.youtube.com/watch?v=e_Kcoc1kztY,1,40.0,ciencia+de+dados,287.0,0.003484320557491289
