,id,titulo,label,canal,data_upload,categoria,tags,duracao_segundos,link,visualizacoes,quantidade_likes,query,tempo_desde_pub,visualizacoes_por_dia,probabilidade
548,watch?v=Roz1-u8ZT20,What is Unsupervised Machine Learning? what is Topic Modeling? #shorts #aishorts,0,Pradip Nichite,2022-06-25,['People & Blogs'],,60.0,https://www.youtube.com/watch?v=Roz1-u8ZT20,258,39.0,machine+learning,299.0,0.862876254180602,482
553,watch?v=_GqOTTHeXqc,What is Machine Learning in 1 Minute | CODE24,0,CODE24,2022-06-19,['Education'],"['what is machine learning', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'ml course', 'code24', 'sadik sir', 'ml by sadik sir', 'learn ml']",59.0,https://www.youtube.com/watch?v=_GqOTTHeXqc,223,20.0,machine+learning,305.0,0.7311475409836066,505
568,watch?v=5OuHe_skk0M,A journey to protect the Great Barrier Reef using Machine Learning,0,TensorFlow,2022-05-11,['Science & Technology'],"['Tensorflow', 'machine learning', 'ai', 'great barrier reef', 'conservation', 'machine learning for the environment', 'Google I/O', 'Google IO', 'I/O', 'IO 2022', 'IO Google', 'I/O 2022']",286.0,https://www.youtube.com/watch?v=5OuHe_skk0M,51,275.0,machine+learning,344.0,0.1482558139534883,0.41
571,watch?v=Ol4egVsx7K0,UE5 e Unity: Animação Ultra Realista Usando Machine Learning (A.I),0,Detonando Gueek,2022-05-05,['Science & Technology'],"['Detonando Gueek', 'unreal engine 5', 'ziva dynamics', 'animação 3d', 'unity', 'jogo realista', 'photorealismo', 'graficos', 'gráficos xbox', 'graficos playstaion', 'mocap', 'next gen', 'GPU', 'Nvidia', 'AMD']",581.0,https://www.youtube.com/watch?v=Ol4egVsx7K0,10,1102.0,machine+learning,350.0,0.0285714285714285,307
578,watch?v=KjfMPxS2on8,Machine Learning basics,1,Google Developers,2022-04-19,['Science & Technology'],"['Google', 'developers', 'What is machine learning', 'machine learning crash course', 'how do computers find patterns', 'how do you teach a computer', 'computer parameters machine learning', 'ml', 'machine learning basics', 'basic principles of machine learning', 'machine learning parameters', 'google developers', 'google technology', 'google devs', 'google tech', 'tensorflow', 'GDS: Yes']",283.0,https://www.youtube.com/watch?v=KjfMPxS2on8,25,839.0,machine+learning,366.0,0.0683060109289617,0.39
582,watch?v=q6kJ71tEYqM,Machine Learning vs Deep Learning,1,IBM Technology,2022-03-31,['Education'],,470.0,https://www.youtube.com/watch?v=q6kJ71tEYqM,228,7902.0,machine+learning,385.0,0.5922077922077922,338
594,watch?v=vaQxdBEcBzU,"Live Day 2- Discussing Ridge, Lasso And Logistic Regression Machine Learning Algorithms",0,Krish Naik,2022-02-02,['Education'],"['yt:cc=on', 'introduction to machine learning algorithms', 'simple linear regression', 'mutiple linear regression tutorial', 'r squared and adjusted r square', 'ridge regression', 'lasso regression tutorial', 'logistic regression tutorial']",6761.0,https://www.youtube.com/watch?v=vaQxdBEcBzU,112,4052.0,machine+learning,442.0,0.253393665158371,399
600,watch?v=GDCnydDWRnM,What is a Machine Learning Engineer,1,AltexSoft,2022-01-13,['Science & Technology'],"['machine learning', 'ML engineer', 'data science', 'machine learning engineer', 'data scientist']",705.0,https://www.youtube.com/watch?v=GDCnydDWRnM,24,1037.0,machine+learning,462.0,0.0519480519480519,504
613,watch?v=RC7GTAKoFGA,Le Machine Learning c’est quoi ?,0,Defend Intelligence,2021-12-08,['Howto & Style'],"['machine learning', 'deep learning', 'comprendre le machine learning', 'intelligence artificielle', ""equation d'un chat"", 'définition machine learning', ""c'est quoi l'intelligence artificielle"", 'machine learning python', 'apprentissage automatique', 'machine learning français', 'apprentissage supervisé', 'machine learning tutoriel', 'apprentissage non supervisé']",335.0,https://www.youtube.com/watch?v=RC7GTAKoFGA,33,1890.0,machine+learning,498.0,0.0662650602409638,398
623,watch?v=X-t1stfKZFo,What is Loss function & Risk function in Machine Learning #machinelearning  #youtubeshorts #shorts,1,BEPEC by Kanth - #BuildExperience & Get Hired!,2021-11-16,['Education'],"['egression loss', 'classification loss', 'adaptive loss', 'best loss function', 'deep learning', 'machine learning', 'loss function in deep learning', 'loss function in machine learning', 'loss function neural network', 'cost function machine learning', 'risk function', 'data analysis', 'risk management', 'machine learning tutorial', 'deep learning tutorial', 'deep learning cost function', 'Data Science Cost function', 'unfold data science', 'Loss function explained', 'how to calculate loss function']",59.0,https://www.youtube.com/watch?v=X-t1stfKZFo,1,76.0,machine+learning,520.0,0.0019230769230769,305
625,watch?v=4O-rqn3BD7I,"Powered by TensorFlow: Creating a custom, machine learning-powered drumming arm",0,TensorFlow,2021-11-09,['Science & Technology'],"['Machine Learning', 'ML', 'ML community day', 'Machine learning community day', 'TensorFlow', 'TFX', 'tpu', 'artificial intelligence', 'AI', 'type: Upload Only', 'pr_pr: TensorFlow', 'campaign: TF: PoweredbyTF']",167.0,https://www.youtube.com/watch?v=4O-rqn3BD7I,184,237.0,machine+learning,527.0,0.349146110056926,0.39
634,watch?v=53andhb7SPM,Artificial Intelligence vs Machine Learning vs Deep Learning | Tutort Academy #Shorts #Datascience,1,Tutort Academy,2021-10-10,['Education'],"['#datascienec', '#datasciencetraining', '#youtubeshorts', '#machinelearning', '#artificialintelligence', '#tutortacademy', '#tutortacademyreviews', '#tutortacademyshorts', '#learndatascience', '#datasciencetraininginbanaglore', '#machinelearningtraining']",21.0,https://www.youtube.com/watch?v=53andhb7SPM,2,96.0,machine+learning,557.0,0.0035906642728904,515
639,watch?v=sw3o0rAazMg,Machine Learning Projects You NEVER Knew Existed,0,Nicholas Renotte,2021-09-17,['People & Blogs'],"['machine learning projects', 'machine learning', 'machine learning projects in python', 'machine learning projects for beginners', 'ml project ideas', 'ml projects for beginners', 'ai projects for beginners', 'ml project ideas for beginners', 'machine learning project']",920.0,https://www.youtube.com/watch?v=sw3o0rAazMg,81,3104.0,machine+learning,580.0,0.1396551724137931,371
647,watch?v=A1kgMEs_ALI,Artificial Intelligence Class 10 Ch 1 |AI vs Machine Learning vs Deep Learning (Differences) 2022-23,0,Magnet Brains,2021-08-07,['Education'],"['artificial intelligence class 10 chapter 1', 'introduction to ai', 'excite', 'ai vs machine learning vs deep learning differences', 'artificial intelligence class 10 unit 1.2', 'artificial intelligence', 'artificial intelligence course', 'artificial intelligence class 10th', 'artificial intelligence class 10 cbse', 'artificial intelligence class 10 in hindi', 'artificial intelligence class 10 cbse chapter 1', 'differences between artificial intelligence machine learning deep learning', '2022-23', '2022', '2023']",1263.0,https://www.youtube.com/watch?v=A1kgMEs_ALI,61,1926.0,machine+learning,621.0,0.0982286634460547,496
651,watch?v=9gGnTQTYNaE,What is Machine Learning?,0,IBM Technology,2021-07-14,['Science & Technology'],"['Machine Learning', 'Deep Learning', 'AI', 'Artificial Intelligence', 'supervised learning', 'unsupervised learning', 'Neural Networks', 'cloud computing', 'IBM', 'IBM Cloud', 'IBM Watson']",503.0,https://www.youtube.com/watch?v=9gGnTQTYNaE,59,1186.0,machine+learning,645.0,0.0914728682170542,531
657,watch?v=VAHoryyJPaA,What is machine learning (ML) in telugu,0,NeoExplore,2021-06-19,['Education'],"['ml', 'machine learning', 'artificial intelligence', 'in telugu', 'explore', 'exploreedu', 'what is machine learning', 'introduction to machine learning', 'machine learning example', 'machine learning examples in real life', 'cse', 'cse ai and ml', 'cse ai', 'cse ml', 'future of ai', 'ai and ml', 'symbolic ai', 'ai machine learning', 'sagemaker', 'amazon sagemaker', 'deep learning ai', 'ai and machine learning', 'azure machine learning studio', 'machine learning for dummies bigquery ml', 'fraud detection machine learning']",532.0,https://www.youtube.com/watch?v=VAHoryyJPaA,23,1074.0,machine+learning,670.0,0.0343283582089552,432
662,watch?v=DazUaVu5MO0,Machine Learning VS Deep Learning : Quelles différences ?,0,DataScientest,2021-05-19,['Science & Technology'],"['datascience', 'data science', 'data scientist', 'data analyst', 'data ingénieur', 'machine learning', 'deep learning', 'programmation python', 'bootcamp data science', 'formation data', 'formation data analyst', 'formation data scientist', 'elearning', 'formation data ingenieur', 'big data', 'coding bootcamp', 'python programming', 'cloud', 'cloud computing', 'dataviz', 'data tutoriel']",288.0,https://www.youtube.com/watch?v=DazUaVu5MO0,14,368.0,machine+learning,701.0,0.0199714693295292,403
672,watch?v=XUFLq6dKQok,FORMATION DEEP LEARNING COMPLETE (2021),0,Machine Learnia,2021-04-25,['Education'],"['Machine Learning', 'Python', 'Deep Learning', 'Tensorflow', 'Keras', 'Réseau de Neurone', 'Francais', 'Formation', 'MNIST', 'cds']",1857.0,https://www.youtube.com/watch?v=XUFLq6dKQok,683,26576.0,machine+learning,725.0,0.9420689655172414,376
686,watch?v=7WTEWyn9zfU,Diferencias entre Inteligencia Artificial vs Machine Learning vs Deep Learning,0,Rafa Gonzalez Gouveia,2021-03-14,['Education'],"['gonzalezgouveia', 'data science español', 'rafa gonzalez gouveia', 'rafa gonsales gouveia', 'rafa gonzalez gouveai', 'rafa gonzalez gouvaie', 'rafa gonzalez gouvaei', 'rafa gonzalez guoveia', 'rafa gonzalez guoveai', 'rafa gonzalez guovaie', 'inteligencia artificial', 'machine learning', 'aprendizaje de máquina', 'deep learning', 'aprendizale profundo']",377.0,https://www.youtube.com/watch?v=7WTEWyn9zfU,18,1083.0,machine+learning,767.0,0.0234680573663624,475
687,watch?v=HRjdxozngys,Lecture 1 : Introduction to machine learning Part 1,0,Ahmed Yousry,2021-03-14,['People & Blogs'],,1304.0,https://www.youtube.com/watch?v=HRjdxozngys,32,411.0,machine+learning,767.0,0.0417209908735332,379
688,watch?v=ZftI2fEz0Fw,What is Machine Learning? | 100 Days of Machine Learning,0,CampusX,2021-03-13,['Education'],"['machine learning tutorial', 'machine learning course', 'machine learning python', 'machine learning algorithms', 'machine learning explained', 'machine learning algorithms for data science', 'what is machine learning', 'what is machine learning in hindi', 'machine learning basics for beginners', 'end to end machine learning', 'What is machine learning with example?', 'Machine learning introduction', 'deep learning', 'campusx', 'machine learning', 'nitish singh campusx', 'nitish sir campusx']",1200.0,https://www.youtube.com/watch?v=ZftI2fEz0Fw,188,2474.0,machine+learning,768.0,0.2447916666666666,345
695,watch?v=1FZ0A1QCMWc,Supervised vs Unsupervised vs Reinforcement Learning | Machine Learning Tutorial | Simplilearn,1,Simplilearn,2020-11-20,['Education'],"['supervised vs unsupervised vs reinforcement learning', 'supervised learning', 'unsupervised learning', 'reinforcement learning', 'supervised learning tutorial', 'unsupervised learning tutorial', 'types of machine learning', 'supervised learning algorithms', 'unsupervised learning algorithms', 'machine learning algorithms compared', 'supervised vs unsupervised learning', 'supervised vs unsupervised learning difference', 'machine learning tutorial', 'simplilearn machine learning', 'simplilearn']",387.0,https://www.youtube.com/watch?v=1FZ0A1QCMWc,109,2534.0,machine+learning,881.0,0.1237230419977298,485
698,watch?v=biVJlWRIUIk,Palestra: Machine Learning,0,IFMS Campus Três Lagoas,2020-11-04,['Science & Technology'],,7149.0,https://www.youtube.com/watch?v=biVJlWRIUIk,59,6.0,machine+learning,897.0,0.0657748049052396,399
705,watch?v=MLaJbA82nzk,PCA problem / How to compute principal components / KTU Machine learning,1,EduFlair KTU CS,2020-10-10,['Education'],"['pca example', 'pca example step by step', 'principal component analysis', 'pca machine learning', 'pca for dimensionality reduction', 'pca machine learning example', 'pca dimension reduction', 'pca problem example', 'pca principal component analysis', 'pca', 'principal component analysis machine learning', 'principal component analysis example', 'pca in machine learning', 'pca calculation example', 'dimensionality reduction pca', 'pca algorithm', 'pca algorithm example', 'pca algorithm steps']",1439.0,https://www.youtube.com/watch?v=MLaJbA82nzk,234,4684.0,machine+learning,922.0,0.2537960954446854,302
709,watch?v=O2wYwFOMQ24,1. Candidate Elimination Algorithm | Solved Example - 1 | Machine Learning by Mahesh Huddar,0,Mahesh Huddar,2020-09-20,['Education'],"['candidate elimination algorithm', 'candidate elimination algorithm example', 'candidate elimination algorithm machine learning', 'candidate elimination algorithm python', 'candidate elimination Solved', 'candidate elimination solved example', 'candidate elimination VTU', 'candidate elimination VTU ML', 'candidate elimination VTU Lab', 'candidate elimination algorithm Implementation', 'candidate elimination algorithm youtube', 'Mahesh Huddar', 'version space', 'candidate elimination', 'find s algorithm']",929.0,https://www.youtube.com/watch?v=O2wYwFOMQ24,221,3698.0,machine+learning,942.0,0.2346072186836518,305
715,watch?v=Ip1a2JHdt3E,KÜNSTLICHE INTELLIGENZ vs. MACHINE LEARNING vs. DEEP LEARNING,0,Florian Dalwigk,2020-08-25,['Education'],"['künstliche intelligenz', 'künstliche intelligenz erklärt', 'künstliche intelligenz einfach erklärt', 'künstliche intelligenz vs mensch', 'künstliche intelligenz vs deep learning', 'künstliche intelligenz vs machine learning', 'machine learning deutsch', 'machine learning deep learning unterschied', 'machine learning einfach erklärt', 'machine learning einführung', 'machine learning neuronale netze unterschied', 'künstliche neuronale netze', 'künstliche neuronale netze einfach erklärt', 'florian dalwigk']",508.0,https://www.youtube.com/watch?v=Ip1a2JHdt3E,106,3182.0,machine+learning,968.0,0.1095041322314049,477
717,watch?v=vpm8T-JhOjo,Introduction to Machine Learning | Artificial Neurons | Malayalam.,0,m2power future,2020-08-08,['Education'],"['Perceptron', 'Artificial Neural Network', 'Artificial Neuron', 'Artificial Intelligence', 'artificial intelligence in malayalam', 'machine learning malayalam', 'artificial intelligence and machine learning malayalam', 'artificial intelligence examples in daily life', 'how will artificial intelligence affect your life in malayalam', 'deep learning introduction', 'deep learning examples in real life', 'ai applications examples', 'artificial intelligence examples in malayalam']",791.0,https://www.youtube.com/watch?v=vpm8T-JhOjo,31,1298.0,machine+learning,985.0,0.0314720812182741,356
725,watch?v=nFEwZtfSfuM,AI vs Machine Learning vs Deep Learning | Bangla Tutorial | CS Bangla,1,CS Bangla,2020-07-01,['Education'],"['csbangla', 'CS Bangla', 'cs bangla', 'bangla programming tutorial', 'programming tutorial', 'ai vs machine learning vs deep learning', 'ai vs ml vs dl', 'artificial intelligence vs machine learning vs deep learning', 'artificial intelligence', 'machine learning', 'deep learning', 'what is ai', 'what is ml', 'what is dl', 'what is artificial intelligence', 'what is machine learning', 'what is deep learning', 'deep learning vs machine learning', 'ai vs ml vs dl bangla tutorial', 'avishek']",682.0,https://www.youtube.com/watch?v=nFEwZtfSfuM,9,270.0,machine+learning,1023.0,0.0087976539589442,422
738,watch?v=1k37OcjH7BM,Andrew Ng: Advice on Getting Started in Deep Learning | AI Podcast Clips,1,Lex Fridman,2020-02-21,['Science & Technology'],"['andrew ng', 'artificial intelligence', 'ai', 'ai podcast', 'artificial intelligence podcast', 'lex clips', 'lex fridman', 'lex podcast', 'lex mit', 'lex ai', 'mit ai', 'ai podcast clips', 'ai clips']",1606.0,https://www.youtube.com/watch?v=1k37OcjH7BM,263,9028.0,machine+learning,1154.0,0.2279029462738301,416
744,watch?v=mE58Q_sAUa8,Minuto Zoox - Machine Learning,0,Zoox Smart Data,2020-01-03,['Science & Technology'],,59.0,https://www.youtube.com/watch?v=mE58Q_sAUa8,89,6.0,machine+learning,1203.0,0.0739817123857024,415
748,watch?v=k2P_pHQDlp0,AI VS ML VS DL VS Data Science,0,Krish Naik,2019-11-26,['Education'],"['Artificial Intelligence', 'Machine Learning', 'Deep Learning', 'Data Science']",585.0,https://www.youtube.com/watch?v=k2P_pHQDlp0,2,60570.0,machine+learning,1241.0,0.0016116035455278,326
751,watch?v=OeU5m6vRyCk,AI: What is Machine Learning?,0,Code.org,2019-12-02,['Education'],"['Code.org', 'computer science', 'code', 'Hour of Code']",176.0,https://www.youtube.com/watch?v=OeU5m6vRyCk,93,785.0,machine+learning,1235.0,0.0753036437246963,508
753,watch?v=t5z5lyrb-7s,"Introdução ao Machine Learning (ML de Zero a 100, parte 1)",0,TensorFlow,2019-11-13,['Science & Technology'],"['Coding TensorFlow', 'Machine learning zero to hero', 'zero to hero', 'intro to ML', 'ML', 'machine learning', 'ML model python', 'python language', 'AI', 'artificial intelligence', 'AI advocate', 'code for machine learning', 'machine learning code', 'TensorFlow', 'tensorflow coding', 'tf coding', 'Laurence Moroney']",411.0,https://www.youtube.com/watch?v=t5z5lyrb-7s,25,1573.0,machine+learning,1254.0,0.0199362041467304,318
762,watch?v=qeJjdOeBS74,Hindi Machine Learning Tutorial 1 - What is Machine Learning?,0,codebasics Hindi,2019-09-15,['People & Blogs'],"['machine learning hindi', 'deep learning hindi tutorial', 'machine learning python hindi', 'machine learning tutorial hindi', 'codebasics hindi', 'machine learning tutorial in hindi', 'machine learning in hindi', 'what is machine learning in hindi', 'python machine learning in hindi', 'machine learning course in hindi', 'machine learning python in hindi', 'machine learning tutorial in hindi playlist', 'ml in hindi', 'what is machine learning hindi', 'machine learning full course in hindi']",384.0,https://www.youtube.com/watch?v=qeJjdOeBS74,66,1792.0,machine+learning,1313.0,0.0502665651180502,0.3
764,watch?v=ccZ2pyr3YDw,"Qual a diferença entre Inteligência Artificial, Machine Learning, Data Science, Deep Learning, etc?",0,Filipe Deschamps,2019-08-23,['Science & Technology'],"['inteligencia artificial', 'inteligencia artificial curso', 'inteligencia artificial python', 'inteligencia artificial python curso', 'programar inteligencia artificial python', 'curso de ia', 'Machine Learning', 'machine learning tutorial', 'machine learning tutorial python', 'machine learning tutorial portugues', 'Data Science', 'data science python', 'data science python tutorial', 'Deep Learning', 'deep learning tutorial', 'deep learning tutorial python', 'python inteligencia artificial']",1196.0,https://www.youtube.com/watch?v=ccZ2pyr3YDw,310,23625.0,machine+learning,1336.0,0.2320359281437125,336
766,watch?v=VMp6pq6_QjI,AI Learns to Park - Deep Reinforcement Learning,1,Samuel Arzt,2019-08-23,['Science & Technology'],"['AI', 'Neural Networks', 'Deep Learning', 'Reinforcement Learning', 'Deep Reinforcement Learning', 'Car', 'Simulation', '3D', 'Unity', 'Unity3D', 'madewithunity', 'Machine Learning', 'ML', 'ANNs', 'ML-Agents', 'Unity ML-Agents', 'PPO', 'Proximal Policy Optimization', 'RL', 'Parking']",665.0,https://www.youtube.com/watch?v=VMp6pq6_QjI,2,46093.0,machine+learning,1336.0,0.0014970059880239,599
782,watch?v=8AHNAqpi6T8,ULTIMA HORA EL PRESIDENTE NICOLÁS MADURO USA INTELIGENCIA ARTIFICIAL,0,Noticias Alejo,2023-04-19,['People & Blogs'],"['Ultimas Noticias', 'última hora', 'noticias de último momento', 'noticias virales', 'noticias', 'noticias nacionales', 'noticias nueva', 'noticias de última hora', 'noticias del mundo', 'noticias Alejó', 'aledi te muestra', 'Venezuela', 'lo mejor el noticias', 'las mejores noticias', 'noticias de último minuto', 'noticas a nivel mundial', 'noticias de Latinoamérica', 'noticias de los estados unidos', 'noticiasalejo', 'lo mejor del chisme', 'noticias de los famosos', 'lo mejor del fútbol', 'fútbol']",57.0,https://www.youtube.com/watch?v=8AHNAqpi6T8,1,0.0,inteligencia+artificial,1.0,1.0,297
793,watch?v=_BYAYw8J6hY,Inteligência Artificial pode ser considerada arte?,0,Rádio Bandeirantes,2023-04-19,['News & Politics'],"['felipe kieling', 'inteligencia artificial', 'jornal gente', 'ouvir radio bandeirantes', 'radio band', 'radio bandeirantes', 'radio bandeirantes oficial']",634.0,https://www.youtube.com/watch?v=_BYAYw8J6hY,86,6.0,inteligencia+artificial,1.0,86.0,297
878,watch?v=rHonLlycV84,ARIANA GRANDE VS LA INTELIGENCIA ARTIFICIAL ¿QUIÉN CANTA MEJOR? | VOCAL COACH REACCIONA | Gret Rocha,0,Gret Rocha,2023-04-13,['Music'],"['ariana grande', 'voz real ariana grande', 'vocal coach reacciona', 'inteligencia artificial', 'ariana grande ia', 'ariana grande inteligencia artificial', 'vocal coach']",930.0,https://www.youtube.com/watch?v=rHonLlycV84,20,1780.0,inteligencia+artificial,7.0,2.857142857142857,335
931,watch?v=4SPwc1AyMsk,Documentário BBC: Inteligência artificial pode ter consciência?,1,BBC News Brasil,2023-04-02,['News & Politics'],"['bbc brasil', 'bbcbrasil', 'notícias internacionais', 'bbc news brasil', 'bbc', 'ia', 'inteligência artificial', 'sociedade', 'filosofia', 'humanidade', 'tecnologia', 'ética']",966.0,https://www.youtube.com/watch?v=4SPwc1AyMsk,60,3833.0,inteligencia+artificial,18.0,3.333333333333333,302
940,watch?v=SKWUCIIuJOg,A INTELIGÊNCIA ARTIFICIAL ESTÁ NO COMANDO,0,Verdade Mundial,2023-03-31,['Science & Technology'],"['Steve Wozniak', 'Elon Musk', 'Inteligencia Artificial', 'MidJourney', 'Discord', 'Chat', 'GPT', 'IA', 'AI', 'Tecnologia', 'Computadores', 'Revolução das Máquinas', 'Notícias', 'Bizarro', 'Verdade Mundial', 'Alerta', 'Papa', 'High Tech', 'Tech', 'Futuro', 'Sociedade']",506.0,https://www.youtube.com/watch?v=SKWUCIIuJOg,14,2080.0,inteligencia+artificial,20.0,0.7,336
942,watch?v=Bb00OzRSiLE,Inteligencia artificial: Expertos advierten el peligro para la humanidad,0,Meganoticias,2023-03-31,['News & Politics'],,1270.0,https://www.youtube.com/watch?v=Bb00OzRSiLE,22,331.0,inteligencia+artificial,20.0,1.1,311
950,watch?v=P4c0Tp8j-oQ,É OFICIAL: INTELIGÊNCIA ARTIFICIAL É AMEAÇA AO PLANETA!,0,"Fala, M.R.",2023-03-30,['News & Politics'],"['IA', 'inteligencia artificial', 'carta inteligencia artificial', 'AI', 'elon musk', 'yuval harari', 'tecnologia', 'futuro', 'planeta terra', 'empregos', 'ecologia', 'programação', 'mundo', 'opinião', 'maurício ricardo']",487.0,https://www.youtube.com/watch?v=P4c0Tp8j-oQ,46,9358.0,inteligencia+artificial,21.0,2.1904761904761907,302
965,watch?v=8R0r8_TN0lE,Inteligência artificial consegue ler e entender PDFs #tecnologia #chatgpt #inteligenciaartificial,0,Jornada Top,2023-03-26,['People & Blogs'],,53.0,https://www.youtube.com/watch?v=8R0r8_TN0lE,23,3148.0,inteligencia+artificial,25.0,0.92,316
1089,watch?v=poibyvs19SA,INTELIGÊNCIA ARTIFICIAL PODE ACABAR COM DUBLAGEM NO BRASIL #pixeltutoriais #inteligenciaartificial,0,Pixel Tutoriais por: Allan Portes,2023-02-24,['Education'],,52.0,https://www.youtube.com/watch?v=poibyvs19SA,1,94.0,inteligencia+artificial,55.0,0.0181818181818181,299
1153,watch?v=S3gQQCdW95g,INTELIGÊNCIA ARTIFICIAL: A ARGENTINA vai USAR essa tecnologia para CONTER A INFLAÇÃO no PAÍS #shorts,0,Economista Sincero,2023-02-08,['People & Blogs'],,51.0,https://www.youtube.com/watch?v=S3gQQCdW95g,17,1995.0,inteligencia+artificial,71.0,0.2394366197183098,404
